Effect_1,Effect_2,Effect_3,Effect_4,Effect_5,Effect_Level_1,Effect_Level_2,Effect_Level_3,Effect_Level_4,Effect_Level_5,Flavor_1,Flavor_2,Flavor_3,Leafly_Name,Medicinal_1,Medicinal_2,Medicinal_3,Medicinal_4,Medicinal_5,Medicinal_Level_1,Medicinal_Level_2,Medicinal_Level_3,Medicinal_Level_4,Medicinal_Level_5,Name,Negative_1,Negative_2,Negative_3,Negative_4,Negative_5,Negative_Level_1,Negative_Level_2,Negative_Level_3,Negative_Level_4,Negative_Level_5,Number_of_Reviews,Rating,Type
Relaxed,Happy,Euphoric,Uplifted,Talkative,width:100%,width:57%,width:52%,width:17%,width:13%,1. Earthy,2. Pine,3. Spicy/Herbal,Dgn,Stress,Headaches,Pain,Insomnia,Nausea,width:100%,width:54%,width:51%,width:45%,width:45%,Dragon OG,Dry Mouth,Dry Eyes,Dizzy,Anxious,Headache,width:100%,width:89%,width:10%,width:8%,width:8%,26,4.4,Hybrid
Uplifted,Euphoric,Relaxed,Tingly,Focused,width:100%,width:66%,width:66%,width:66%,width:33%,1. Berry,2. Blueberry,3. Citrus,Dpn,Nausea,Pain,Stress,Inflammation,,width:100%,width:100%,width:100%,width:50%,,Dragon Punch,,,,,,,,,,,2,5.0,Hybrid
Happy,Uplifted,Euphoric,Focused,Creative,width:100%,width:84%,width:83%,width:75%,width:69%,1. Spicy/Herbal,2. Mint,3. Lime,Dbr,Fatigue,Depression,Stress,Muscle Spasms,Nausea,width:100%,width:91%,width:89%,width:78%,width:76%,Dragon's Breath,Paranoid,Dry Mouth,Dry Eyes,Dizzy,Anxious,width:100%,width:48%,width:22%,width:11%,width:7%,94,4.5,Hybrid
Focused,Relaxed,Creative,Energetic,Happy,width:100%,width:100%,width:50%,width:50%,width:50%,1. Earthy,2. Diesel,3. Pine,Dre,Stress,Depression,Pain,,,width:100%,width:50%,width:50%,,,Dreadlock,Dry Eyes,Dry Mouth,,,,width:100%,width:100%,,,,3,4.0,Hybrid
Happy,Uplifted,Creative,Relaxed,Euphoric,width:100%,width:72%,width:71%,width:71%,width:70%,1. Earthy,2. Woody,3. Pine,Drb,Stress,Depression,Pain,Fatigue,Lack of Appetite,width:100%,width:100%,width:84%,width:52%,width:41%,Dream Beaver,Dry Mouth,Dry Eyes,Dizzy,Anxious,,width:100%,width:42%,width:38%,width:4%,,51,4.7,Sativa
Relaxed,Sleepy,Hungry,Happy,Euphoric,width:100%,width:8%,width:7%,width:6%,width:6%,1. Berry,2. Blueberry,3. Grapefruit,Db,Pain,Stress,Depression,Insomnia,Nausea,width:100%,width:70%,width:70%,width:70%,width:60%,Dream Berry,Dry Mouth,Dizzy,Dry Eyes,Headache,,width:100%,width:62%,width:37%,width:12%,,38,4.5,Indica
Happy,Talkative,Energetic,Creative,Relaxed,width:100%,width:94%,width:88%,width:82%,width:11%,1. Blueberry,2. Earthy,3. Skunk,Drm,Depression,Headaches,Stress,,,width:100%,width:100%,width:100%,,,Dream Girl,Dry Mouth,Dry Eyes,,,,width:100%,width:6%,,,,6,4.5,Hybrid
Relaxed,Happy,Uplifted,Focused,Hungry,width:100%,width:93%,width:89%,width:74%,width:52%,1. Woody,2. Earthy,3. Flowery,Dlo,Depression,Stress,Pain,Insomnia,Headaches,width:100%,width:78%,width:73%,width:70%,width:15%,Dream Lotus,Dry Mouth,Anxious,Headache,Paranoid,Dizzy,width:100%,width:30%,width:10%,width:10%,width:4%,44,4.2,Hybrid
Happy,Relaxed,Euphoric,Aroused,Uplifted,width:100%,width:100%,width:75%,width:50%,width:50%,1. Earthy,,,Dmm,Insomnia,,,,,width:100%,,,,,Dream Machine,,,,,,,,,,,5,4.6,Hybrid
Uplifted,Euphoric,Happy,Relaxed,Energetic,width:100%,width:100%,width:100%,width:100%,width:66%,1. Earthy,2. Berry,3. Blueberry,Drp,Stress,Depression,Pain,Inflammation,Insomnia,width:100%,width:80%,width:80%,width:40%,width:40%,Dream Police,Dry Eyes,Dry Mouth,,,,width:100%,width:100%,,,,5,3.9,Hybrid
Happy,Euphoric,Uplifted,Relaxed,Creative,width:100%,width:96%,width:94%,width:92%,width:41%,1. Sweet,2. Citrus,3. Pineapple,Dq,Depression,Stress,Pain,Headaches,Fatigue,width:100%,width:93%,width:87%,width:61%,width:22%,Dream Queen,Dry Mouth,Dry Eyes,Headache,Paranoid,Dizzy,width:100%,width:72%,width:64%,width:29%,width:24%,332,4.3,Hybrid
Euphoric,Happy,Uplifted,Energetic,Creative,width:100%,width:96%,width:96%,width:69%,width:69%,1. Earthy,2. Sweet,3. Citrus,Drs,Stress,Depression,Pain,Fatigue,Headaches,width:100%,width:94%,width:55%,width:38%,width:38%,Dream Star,Dry Mouth,Dry Eyes,Paranoid,Dizzy,,width:100%,width:83%,width:33%,width:16%,,42,4.7,Hybrid
Happy,Relaxed,Focused,Creative,Sleepy,width:100%,width:93%,width:79%,width:70%,width:52%,1. Sweet,2. Berry,3. Blueberry,Dct,Stress,Pain,Muscle Spasms,Depression,Inflammation,width:100%,width:92%,width:66%,width:56%,width:42%,Dreamcatcher,Anxious,Paranoid,Dry Eyes,Dizzy,Dry Mouth,width:100%,width:73%,width:51%,width:26%,width:22%,28,4.4,Hybrid
Uplifted,Euphoric,Creative,Relaxed,Giggly,width:100%,width:100%,width:87%,width:87%,width:62%,,,,Dmr,Lack of Appetite,Depression,Fatigue,Muscle Spasms,Seizures,width:100%,width:50%,width:50%,width:50%,width:50%,Dreamer’s Glass,Dry Mouth,Paranoid,Anxious,Dizzy,,width:100%,width:50%,width:25%,width:25%,,15,4.4,Hybrid
Focused,Creative,Sleepy,Uplifted,Energetic,width:100%,width:100%,width:97%,width:11%,width:8%,1. Earthy,2. Pungent,3. Sweet,Drz,Fatigue,Stress,Depression,Cramps,Headaches,width:100%,width:100%,width:74%,width:25%,width:25%,Drizella,Dry Mouth,Headache,Dizzy,Dry Eyes,,width:100%,width:100%,width:97%,width:97%,,8,4.7,Sativa
Relaxed,Happy,Euphoric,Uplifted,Hungry,width:100%,width:81%,width:74%,width:34%,width:32%,1. Earthy,2. Skunk,3. Diesel,Dtp,Pain,Stress,Lack of Appetite,Insomnia,Depression,width:100%,width:85%,width:46%,width:46%,width:42%,Duct Tape,Dry Mouth,Dry Eyes,Anxious,Headache,Paranoid,width:100%,width:84%,width:23%,width:23%,width:23%,41,4.9,Hybrid
Creative,Energetic,Euphoric,Relaxed,Happy,width:100%,width:89%,width:87%,width:84%,width:81%,1. Earthy,2. Flowery,3. Skunk,Dn,Depression,Stress,Fatigue,Muscle Spasms,Pain,width:100%,width:87%,width:45%,width:29%,width:16%,Duke Nukem,Anxious,Paranoid,Dry Mouth,Dizzy,Dry Eyes,width:100%,width:33%,width:17%,width:9%,width:9%,75,4.3,Hybrid
Relaxed,Happy,Focused,Uplifted,Creative,width:100%,width:82%,width:73%,width:70%,width:50%,1. Berry,2. Sweet,3. Blueberry,Dub,Stress,Depression,Nausea,Fatigue,Headaches,width:100%,width:91%,width:71%,width:65%,width:65%,Durban Berry,Dry Mouth,Dry Eyes,,,,width:100%,width:66%,,,,28,4.6,Hybrid
Uplifted,Happy,Talkative,Energetic,Relaxed,width:100%,width:97%,width:90%,width:72%,width:58%,1. Citrus,2. Cheese,3. Earthy,Dch,Stress,Pain,Depression,Headaches,Nausea,width:100%,width:94%,width:70%,width:66%,width:55%,Durban Cheese,Dry Mouth,Dry Eyes,Anxious,Paranoid,Dizzy,width:100%,width:81%,width:62%,width:24%,width:12%,24,4.2,Hybrid
Happy,Uplifted,Energetic,Focused,Relaxed,width:100%,width:96%,width:77%,width:56%,width:40%,1. Earthy,2. Woody,3. Sweet,Dbc,Depression,Stress,Pain,Fatigue,Headaches,width:100%,width:53%,width:50%,width:30%,width:25%,Durban Cookies,Dry Mouth,Dizzy,Dry Eyes,Paranoid,Anxious,width:100%,width:19%,width:10%,width:5%,width:2%,65,4.6,Sativa
Energetic,Uplifted,Happy,Focused,Euphoric,width:100%,width:91%,width:86%,width:84%,width:70%,1. Earthy,2. Pine,3. Sweet,Dp,Depression,Stress,Fatigue,Pain,Headaches,width:100%,width:96%,width:76%,width:56%,width:30%,Durban Poison,Dry Mouth,Dry Eyes,Anxious,Paranoid,Dizzy,width:100%,width:53%,width:39%,width:30%,width:23%,2938,4.5,Sativa
Energetic,Happy,Giggly,Uplifted,Creative,width:100%,width:100%,width:77%,width:77%,width:55%,1. Citrus,2. Earthy,,Dps,,,,,,,,,,,Durban Princess,,,,,,,,,,,7,4.9,Sativa
Relaxed,Tingly,Happy,Sleepy,Uplifted,width:100%,width:82%,width:24%,width:19%,width:12%,1. Spicy/Herbal,2. Earthy,3. Pungent,Dgm,Stress,Pain,Muscle Spasms,Inflammation,Insomnia,width:100%,width:93%,width:37%,width:20%,width:12%,Durga Mata,Dry Mouth,Dizzy,Dry Eyes,,,width:100%,width:9%,width:9%,,,15,4.7,Indica
Creative,Energetic,Euphoric,Focused,Happy,width:100%,width:100%,width:100%,width:100%,width:100%,,,,D47,Depression,,,,,width:100%,,,,,Dutch 47,Dry Mouth,,,,,width:100%,,,,,2,5.0,Hybrid
Focused,Happy,Talkative,Uplifted,Hungry,width:100%,width:95%,width:95%,width:95%,width:55%,1. Citrus,2. Pine,3. Spicy/Herbal,Dcr,Depression,Eye Pressure,Fatigue,Headaches,Inflammation,width:100%,width:90%,width:90%,width:90%,width:90%,Dutch Crunch,Dry Mouth,Paranoid,Anxious,Dizzy,Dry Eyes,width:100%,width:100%,width:90%,width:90%,width:90%,9,4.2,Hybrid
Happy,Euphoric,Talkative,Uplifted,Energetic,width:100%,width:75%,width:60%,width:46%,width:41%,1. Citrus,2. Sweet,3. Tropical,Ddg,Pain,Headaches,Depression,Stress,Fatigue,width:100%,width:76%,width:47%,width:46%,width:21%,Dutch Dragon,Paranoid,Anxious,Dry Mouth,Dry Eyes,Headache,width:100%,width:98%,width:24%,width:13%,width:10%,98,4.5,Sativa
,,,,,,,,,,1. Chemical,2. Tobacco,,Ddy,,,,,,,,,,,Dutch Dynasty,Anxious,Dizzy,Dry Mouth,Headache,Paranoid,width:100%,width:100%,width:100%,width:100%,width:100%,,,Hybrid
Energetic,Euphoric,Focused,Uplifted,,width:100%,width:100%,width:100%,width:100%,,1. Earthy,2. Flowery,3. Sweet,Dhw,,,,,,,,,,,Dutch Hawaiian,,,,,,,,,,,1,5.0,Hybrid
Happy,Uplifted,Creative,Euphoric,Energetic,width:100%,width:98%,width:76%,width:72%,width:70%,1. Flowery,2. Citrus,3. Sweet,Dut,Pain,Stress,Depression,Nausea,Muscle Spasms,width:100%,width:90%,width:80%,width:67%,width:58%,Dutch Hawaiian,Dry Mouth,Dry Eyes,Dizzy,Anxious,Headache,width:100%,width:75%,width:53%,width:6%,width:5%,146,4.4,Sativa
Uplifted,Euphoric,Creative,Energetic,Relaxed,width:100%,width:64%,width:42%,width:42%,width:39%,1. Citrus,2. Lemon,3. Pine,Dhz,Depression,Stress,Headaches,Lack of Appetite,,width:100%,width:100%,width:90%,width:90%,,Dutch Haze,Dry Mouth,Anxious,,,,width:100%,width:82%,,,,11,4.4,Sativa
Relaxed,Focused,Sleepy,Euphoric,Tingly,width:100%,width:59%,width:53%,width:31%,width:29%,,,,Duk,Stress,Insomnia,Pain,Inflammation,Lack of Appetite,width:100%,width:69%,width:65%,width:61%,width:43%,Dutch Kush,Dry Mouth,Anxious,Dizzy,,,width:100%,width:50%,width:50%,,,11,4.0,Indica
Happy,Uplifted,Euphoric,Energetic,Hungry,width:100%,width:99%,width:99%,width:96%,width:93%,1. Pine,2. Earthy,3. Sweet,Dqu,Fatigue,Depression,Stress,Eye Pressure,Muscle Spasms,width:100%,width:75%,width:75%,width:50%,width:50%,Dutch Queen,Dry Mouth,Dry Eyes,Headache,,,width:100%,width:97%,width:0%,,,22,4.4,Hybrid
Euphoric,Uplifted,Happy,Giggly,Creative,width:100%,width:77%,width:70%,width:64%,width:41%,1. Citrus,2. Sweet,3. Diesel,Dtf,Depression,Stress,Inflammation,Insomnia,Muscle Spasms,width:100%,width:100%,width:69%,width:69%,width:69%,Dutch Thunder Fuck,Dry Mouth,Dizzy,,,,width:100%,width:50%,,,,14,4.9,Hybrid
Relaxed,Euphoric,Happy,Uplifted,Creative,width:100%,width:86%,width:86%,width:71%,width:48%,1. Pine,2. Sweet,3. Spicy/Herbal,Dt,Stress,Depression,Pain,Insomnia,Inflammation,width:100%,width:64%,width:64%,width:35%,width:28%,Dutch Treat,Dry Mouth,Anxious,Dry Eyes,Dizzy,Paranoid,width:100%,width:69%,width:49%,width:36%,width:34%,978,4.3,Hybrid
Happy,Giggly,Relaxed,Euphoric,Uplifted,width:100%,width:74%,width:67%,width:65%,width:55%,1. Earthy,2. Skunk,3. Sweet,Dha,Stress,Depression,Nausea,Pain,Fatigue,width:100%,width:99%,width:55%,width:50%,width:50%,Dutch Treat Haze,Dry Mouth,Dizzy,Paranoid,Dry Eyes,,width:100%,width:87%,width:42%,width:4%,,56,4.5,Hybrid
Happy,Uplifted,Relaxed,Creative,Euphoric,width:100%,width:68%,width:65%,width:60%,width:44%,1. Berry,2. Blueberry,3. Earthy,Dby,Stress,Fatigue,Depression,Headaches,Muscle Spasms,width:100%,width:84%,width:53%,width:48%,width:46%,Dutchberry,Paranoid,Dry Mouth,Anxious,Dizzy,Dry Eyes,width:100%,width:85%,width:60%,width:40%,width:21%,100,4.5,Hybrid
Relaxed,Happy,Euphoric,Sleepy,Hungry,width:100%,width:79%,width:52%,width:48%,width:34%,1. Grapefruit,2. Pungent,3. Sweet,Dyn,Stress,Depression,Lack of Appetite,Fatigue,Pain,width:100%,width:95%,width:75%,width:57%,width:26%,Dynamite,Dry Mouth,Dry Eyes,Headache,Paranoid,Anxious,width:100%,width:38%,width:32%,width:2%,width:1%,97,4.4,Indica
Giggly,Hungry,Relaxed,,,width:100%,width:100%,width:100%,,,,,,Ebl,,,,,,,,,,,Eagle Bill,,,,,,,,,,,1,5.0,Hybrid
Relaxed,Hungry,Sleepy,Energetic,Euphoric,width:100%,width:82%,width:71%,width:64%,width:39%,1. Sweet,2. Citrus,3. Pungent,Eg,Pain,Stress,Depression,Insomnia,Lack of Appetite,width:100%,width:92%,width:50%,width:42%,width:28%,Early Girl,Dry Mouth,Dry Eyes,Paranoid,Dizzy,Anxious,width:100%,width:70%,width:35%,width:20%,width:10%,69,3.8,Indica
Euphoric,Giggly,Hungry,Sleepy,Tingly,width:100%,width:100%,width:100%,width:100%,width:100%,1. Diesel,2. Pepper,3. Pungent,Erg,,,,,,,,,,,Early Glue RBx1,Dizzy,Dry Eyes,Dry Mouth,,,width:100%,width:100%,width:100%,,,2,5.0,Hybrid
Creative,Euphoric,Relaxed,Aroused,Happy,width:100%,width:100%,width:100%,width:50%,width:50%,1. Pepper,2. Ammonia,3. Chemical,Em,Depression,Lack of Appetite,,,,width:100%,width:100%,,,,Early Miss,Anxious,Dizzy,Dry Eyes,Dry Mouth,Headache,width:100%,width:100%,width:100%,width:100%,width:100%,8,4.0,Hybrid
Relaxed,Hungry,Talkative,Euphoric,Focused,width:100%,width:69%,width:66%,width:63%,width:63%,1. Tea,2. Sweet,3. Earthy,Epl,Eye Pressure,Headaches,Nausea,,,width:100%,width:4%,width:4%,,,Early Pearl,Dry Eyes,Dry Mouth,,,,width:100%,width:9%,,,,12,4.2,Sativa
Focused,Relaxed,Happy,Euphoric,Energetic,width:100%,width:100%,width:81%,width:66%,width:44%,1. Flowery,2. Earthy,3. Woody,Esk,Stress,Depression,Pain,Muscle Spasms,Fatigue,width:100%,width:69%,width:63%,width:60%,width:30%,Early Skunk,Dry Mouth,Dizzy,Dry Eyes,Paranoid,,width:100%,width:54%,width:45%,width:8%,,17,4.2,Hybrid
Relaxed,Uplifted,Giggly,Euphoric,Creative,width:100%,width:95%,width:90%,width:83%,width:78%,1. Earthy,2. Woody,3. Pepper,Eog,Stress,Depression,Insomnia,Inflammation,Muscle Spasms,width:100%,width:98%,width:44%,width:41%,width:40%,Earth OG,Dry Eyes,Dry Mouth,Dizzy,Anxious,Paranoid,width:100%,width:71%,width:34%,width:32%,width:2%,54,4.2,Hybrid
Happy,Focused,Relaxed,Euphoric,Creative,width:100%,width:99%,width:99%,width:9%,width:8%,,,,Ear,Stress,Fatigue,Insomnia,Depression,Eye Pressure,width:100%,width:95%,width:95%,width:3%,width:1%,Earthquake,Dry Eyes,Dry Mouth,Headache,,,width:100%,width:100%,width:33%,,,19,4.5,Hybrid
Happy,Uplifted,Creative,Relaxed,Euphoric,width:100%,width:95%,width:95%,width:58%,width:51%,1. Earthy,2. Cheese,3. Flowery,Es,Stress,Insomnia,Pain,Depression,Headaches,width:100%,width:51%,width:51%,width:48%,width:2%,Earthshaker OG,Dry Mouth,Dizzy,,,,width:100%,width:50%,,,,9,4.4,Hybrid
Happy,Energetic,Giggly,Uplifted,Relaxed,width:100%,width:97%,width:93%,width:73%,width:72%,1. Diesel,2. Earthy,3. Mint,Eca,Stress,Depression,Pain,Headaches,Inflammation,width:100%,width:96%,width:84%,width:81%,width:81%,East Coast Alien,Dry Mouth,Anxious,Dizzy,Dry Eyes,Headache,width:100%,width:70%,width:68%,width:47%,width:2%,15,4.6,Sativa
Happy,Euphoric,Energetic,Uplifted,Creative,width:100%,width:96%,width:81%,width:81%,width:61%,1. Diesel,2. Earthy,3. Citrus,Eas,Stress,Depression,Fatigue,Pain,Insomnia,width:100%,width:91%,width:65%,width:48%,width:21%,East Coast Sour Diesel,Dry Mouth,Dry Eyes,Headache,Paranoid,Dizzy,width:100%,width:65%,width:50%,width:13%,width:10%,216,4.4,Sativa
Energetic,Euphoric,Giggly,Happy,Relaxed,width:100%,width:100%,width:100%,width:100%,width:100%,,,,Eeu,Lack of Appetite,Fatigue,Headaches,Insomnia,Muscle Spasms,width:100%,width:50%,width:50%,width:50%,width:50%,Eastern European,Dizzy,,,,,width:100%,,,,,3,3.7,Indica
Relaxed,Sleepy,Focused,Euphoric,Aroused,width:100%,width:94%,width:88%,width:11%,width:5%,,,,Ezb,Lack of Appetite,Stress,Depression,,,width:100%,width:100%,width:5%,,,Easy Bud,Dry Mouth,Anxious,Dry Eyes,,,width:100%,width:94%,width:94%,,,4,4.8,Hybrid
Relaxed,Uplifted,Creative,Euphoric,Happy,width:100%,width:80%,width:60%,width:60%,width:60%,1. Lemon,2. Earthy,3. Spicy/Herbal,Ezp,Depression,Pain,Stress,Fatigue,Headaches,width:100%,width:100%,width:100%,width:50%,width:50%,Easy Peezy,Dizzy,Dry Eyes,Dry Mouth,,,width:100%,width:100%,width:100%,,,4,4.5,Hybrid
Talkative,Creative,Relaxed,Happy,Focused,width:100%,width:100%,width:100%,width:75%,width:75%,1. Sweet,2. Pine,3. Spicy/Herbal,Eb7,Stress,Depression,Pain,Insomnia,Eye Pressure,width:100%,width:60%,width:60%,width:40%,width:20%,Ebola #7,Anxious,Dry Eyes,Dry Mouth,Paranoid,,width:100%,width:100%,width:100%,width:100%,,11,4.5,Hybrid
Relaxed,Happy,Euphoric,Uplifted,Focused,width:100%,width:84%,width:68%,width:60%,width:34%,1. Orange,2. Diesel,3. Pine,Ect,Stress,Pain,Depression,Headaches,Insomnia,width:100%,width:75%,width:60%,width:29%,width:28%,Ecto Cooler,Dry Mouth,Dry Eyes,Headache,Anxious,Dizzy,width:100%,width:60%,width:9%,width:5%,width:5%,32,4.6,Hybrid
Sleepy,Happy,Relaxed,Euphoric,Uplifted,width:100%,width:87%,width:87%,width:82%,width:81%,1. Spicy/Herbal,2. Nutty,3. Earthy,Ed,Insomnia,Pain,Depression,Fatigue,Inflammation,width:100%,width:94%,width:93%,width:89%,width:85%,Ed Rosenthal Super Bud,Dry Mouth,Dry Eyes,Anxious,Paranoid,Dizzy,width:100%,width:78%,width:21%,width:14%,width:10%,62,4.3,Hybrid
Happy,Relaxed,Creative,Hungry,Focused,width:100%,width:95%,width:40%,width:37%,width:36%,1. Mint,2. Flowery,3. Sweet,Ede,Inflammation,Stress,Pain,Depression,Insomnia,width:100%,width:77%,width:77%,width:74%,width:68%,Edelweiss,Dry Eyes,Dry Mouth,Paranoid,Anxious,Dizzy,width:100%,width:62%,width:45%,width:44%,width:2%,37,4.2,Indica
,,,,,,,,,,,,,Egm,,,,,,,,,,,Egyptian Musk,,,,,,,,,,,,,Hybrid
Relaxed,,,,,width:100%,,,,,,,,Er1,Nausea,Pain,Stress,,,width:100%,width:100%,width:100%,,,Egyptian Royalty #1,,,,,,,,,,,,,Indica
Uplifted,Energetic,Euphoric,Focused,Aroused,width:100%,width:66%,width:66%,width:66%,width:33%,,,,Ech,Depression,Stress,,,,width:100%,width:100%,,,,El Chapo,,,,,,,,,,,2,5.0,Hybrid
Happy,Relaxed,Sleepy,Hungry,Uplifted,width:100%,width:87%,width:79%,width:57%,width:38%,,,,Elc,Pain,Insomnia,Lack of Appetite,Eye Pressure,Stress,width:100%,width:58%,width:54%,width:46%,width:40%,El Chapo OG,Dry Mouth,Dry Eyes,Dizzy,Headache,Anxious,width:100%,width:90%,width:9%,width:2%,width:0%,61,4.7,Indica
,,,,,,,,,,,,,Fgo,,,,,,,,,,,El Fuego,,,,,,,,,,,1,5.0,Hybrid
Relaxed,Hungry,Aroused,Sleepy,Euphoric,width:100%,width:82%,width:76%,width:21%,width:19%,1. Earthy,2. Pine,3. Pungent,Ej,Stress,Headaches,Depression,Pain,Insomnia,width:100%,width:95%,width:79%,width:52%,width:36%,El Jefe,Dry Eyes,Anxious,Dry Mouth,Dizzy,Paranoid,width:100%,width:76%,width:59%,width:40%,width:3%,76,4.7,Indica
Relaxed,Euphoric,Creative,Hungry,Happy,width:100%,width:74%,width:65%,width:64%,width:39%,1. Sweet,2. Flowery,3. Tree Fruit,Eln,Stress,Insomnia,Pain,Depression,Nausea,width:100%,width:72%,width:55%,width:50%,width:33%,El Niño,Dry Mouth,Dry Eyes,Headache,Paranoid,Dizzy,width:100%,width:81%,width:45%,width:27%,width:9%,33,3.9,Hybrid
Happy,Relaxed,Uplifted,Euphoric,Creative,width:100%,width:100%,width:97%,width:97%,width:95%,1. Earthy,2. Diesel,3. Flowery,Epo,Eye Pressure,Pain,Stress,Headaches,Lack of Appetite,width:100%,width:10%,width:10%,width:5%,width:5%,El Perro,Dry Eyes,Anxious,Dry Mouth,Headache,,width:100%,width:2%,width:2%,width:2%,,9,4.9,Hybrid
Aroused,Happy,Relaxed,Tingly,,width:100%,width:100%,width:100%,width:100%,,,,,Ena,Cramps,Headaches,Inflammation,Insomnia,Muscle Spasms,width:100%,width:100%,width:100%,width:100%,width:100%,El-Na,,,,,,,,,,,1,5.0,Hybrid
Happy,Hungry,Giggly,Uplifted,Energetic,width:100%,width:98%,width:98%,width:97%,width:93%,1. Sweet,2. Citrus,3. Berry,Eld,Pain,Insomnia,Stress,Depression,Lack of Appetite,width:100%,width:71%,width:57%,width:57%,width:42%,Elderberry Kush,Dry Mouth,Dry Eyes,Dizzy,Anxious,Headache,width:100%,width:80%,width:40%,width:20%,width:20%,27,4.0,Hybrid
Tingly,Hungry,Aroused,Relaxed,Sleepy,width:100%,width:79%,width:79%,width:64%,width:54%,1. Nutty,2. Woody,3. Sweet,Ebm,Insomnia,Stress,Pain,Fatigue,Headaches,width:100%,width:84%,width:84%,width:79%,width:79%,Electric Black Mamba,Dry Eyes,Anxious,Dizzy,Dry Mouth,Headache,width:100%,width:94%,width:94%,width:94%,width:94%,6,5.0,Indica
Happy,Euphoric,Energetic,Relaxed,Uplifted,width:100%,width:73%,width:72%,width:72%,width:30%,1. Berry,2. Sweet,3. Grape,Eka,Stress,Depression,Insomnia,Cramps,Fatigue,width:100%,width:11%,width:8%,width:2%,width:2%,Electric Kool Aid,Headache,Anxious,Paranoid,Dry Eyes,Dry Mouth,width:100%,width:93%,width:93%,width:6%,width:6%,26,4.7,Hybrid
Relaxed,Focused,Sleepy,Euphoric,Talkative,width:100%,width:78%,width:75%,width:58%,width:56%,1. Lemon,2. Citrus,3. Lime,Elg,Depression,Insomnia,Stress,Pain,Headaches,width:100%,width:62%,width:59%,width:33%,width:22%,Electric Lemon G,Dry Mouth,Headache,Anxious,Dizzy,Dry Eyes,width:100%,width:100%,width:83%,width:83%,width:11%,51,4.5,Sativa
Euphoric,Happy,Uplifted,Relaxed,Energetic,width:100%,width:96%,width:92%,width:88%,width:70%,1. Lemon,2. Citrus,3. Sweet,Ell,Depression,Stress,Fatigue,Headaches,Insomnia,width:100%,width:67%,width:60%,width:36%,width:36%,Electric Lemonade,Dry Eyes,Dry Mouth,Anxious,Paranoid,Dizzy,width:100%,width:68%,width:25%,width:25%,width:5%,15,4.7,Sativa
Relaxed,Sleepy,Euphoric,Talkative,Uplifted,width:100%,width:50%,width:33%,width:33%,width:33%,1. Earthy,2. Chemical,3. Citrus,Elk,Depression,Pain,Stress,Inflammation,Insomnia,width:100%,width:100%,width:100%,width:66%,width:66%,Elektra,,,,,,,,,,,7,4.4,Hybrid
Happy,Euphoric,Talkative,Energetic,Uplifted,width:100%,width:98%,width:96%,width:88%,width:80%,,,,Ele,Eye Pressure,Pain,Spasticity,,,width:100%,width:100%,width:100%,,,Elephant,Dry Mouth,Dizzy,Anxious,Dry Eyes,Headache,width:100%,width:90%,width:3%,width:3%,width:3%,18,4.2,Sativa
,,,,,,,,,,,,,Evt,,,,,,,,,,,Elevated OG,,,,,,,,,,,2,4.0,Hybrid
Relaxed,Hungry,Happy,Uplifted,Giggly,width:100%,width:62%,width:53%,width:49%,width:45%,1. Earthy,2. Pungent,3. Pine,Egl,Stress,Pain,Depression,Lack of Appetite,Inflammation,width:100%,width:74%,width:70%,width:50%,width:40%,Elmer's Glue,Dry Mouth,Anxious,Paranoid,Dizzy,Headache,width:100%,width:19%,width:19%,width:14%,width:14%,45,4.6,Hybrid
Uplifted,Euphoric,Energetic,Tingly,Happy,width:100%,width:92%,width:92%,width:76%,width:30%,1. Citrus,2. Pine,3. Skunk,Elp,Depression,Stress,Pain,Fatigue,Lack of Appetite,width:100%,width:100%,width:91%,width:16%,width:8%,Elphinstone,Anxious,Dry Eyes,Dry Mouth,Dizzy,,width:100%,width:91%,width:25%,width:8%,,6,4.5,Sativa
Uplifted,Relaxed,Euphoric,Happy,Creative,width:100%,width:100%,width:88%,width:83%,width:55%,1. Skunk,2. Sweet,3. Earthy,Elv,Stress,Pain,Depression,Fatigue,Headaches,width:100%,width:90%,width:63%,width:45%,width:45%,Elvis,Anxious,Dizzy,Dry Mouth,Paranoid,Dry Eyes,width:100%,width:100%,width:100%,width:100%,width:75%,39,4.5,Hybrid
Happy,Focused,Creative,Energetic,Euphoric,width:100%,width:83%,width:83%,width:51%,width:50%,1. Sweet,2. Woody,3. Spicy/Herbal,Ejk,Stress,Depression,Fatigue,Pain,Spasticity,width:100%,width:98%,width:54%,width:30%,width:20%,Emerald Jack,Dry Mouth,Dizzy,Paranoid,Dry Eyes,Anxious,width:100%,width:5%,width:4%,width:3%,width:1%,76,4.4,Sativa
Relaxed,Happy,Sleepy,Uplifted,Euphoric,width:100%,width:51%,width:51%,width:12%,width:11%,1. Earthy,2. Citrus,3. Sweet,Emd,Stress,Insomnia,Depression,Headaches,Pain,width:100%,width:94%,width:66%,width:55%,width:44%,Emerald OG,Dry Mouth,Anxious,Dry Eyes,Headache,,width:100%,width:20%,width:20%,width:10%,,52,4.7,Indica
